Date ,Day of the Week,Clipper Tags,Fare App Activations,Onboard Count,Bicycles,Wheelchairs,Notes About Day
11/15/2018,Thursday,2068,253,2525,228,4,N/A
11/16/2018,Friday,1081,166,1267,73,3,Train Trips Annulled
11/17/2018,Saturday,356,191,613,29,3,N/A
11/18/2018,Sunday,353,164,595,25,1,N/A
11/19/2018,Monday,1508,235,1919,163,8,N/A
11/20/2018,Tuesday,1740,237,2152,190,2,N/A
11/21/2018,Wednesday,1438,221,1826,105,4,Day before Thanksgiving
11/22/2018,Thursday,252,57,330,11,2,Holiday
11/23/2018,Friday,415,206,632,15,1,Holiday
11/24/2018,Saturday,477,301,921,31,4,N/A
11/25/2018,Sunday,402,252,743,47,3,N/A
11/26/2018,Monday,2009,210,2314,242,16,N/A
11/27/2018,Tuesday,2059,211,2462,208,5,N/A
11/28/2018,Wednesday,2064,216,2506,197,7,Storm
11/29/2018,Thursday,1889,222,2300,145,2,N/A
11/30/2018,Friday,1942,364,2557,240,11,N/A
12/1/2018,Saturday,407,195,729,29,6,N/A
12/2/2018,Sunday,386,113,541,28,2,N/A
12/3/2018,Monday,2020,190,2353,212,7,N/A
12/4/2018,Tuesday,2041,212,2245,209,9,N/A
12/5/2018,Wednesday,1980,211,2261,157,5,N/A
12/6/2018,Thursday,2078,378,2612,214,4,N/A
12/7/2018,Friday,1972,309,2360,204,5,N/A
12/8/2018,Saturday,592,237,1116,40,2,Holiday Express Train
12/9/2018,Sunday,366,233,709,30,2,N/A
12/10/2018,Monday,1939,224,2369,233,6,N/A
12/11/2018,Tuesday,2045,264,2494,229,4,N/A
12/12/2018,Wednesday,2117,247,2551,245,7,N/A
12/13/2018,Thursday,2050,261,2446,255,6,N/A
12/14/2018,Friday,1723,249,2199,169,9,N/A
12/15/2018,Saturday,393,187,712,45,1,N/A
12/16/2018,Sunday,279,139,457,14,0,N/A
12/17/2018,Monday,1862,218,2235,207,3,N/A
12/18/2018,Tuesday,1925,216,2355,198,6,N/A
12/19/2018,Wednesday,1975,263,2352,220,7,N/A
12/20/2018,Thursday,1903,302,2360,220,8,N/A
12/21/2018,Friday,1556,288,2029,147,5,N/A
12/22/2018,Saturday,519,193,814,35,5,N/A
12/23/2018,Sunday,388,197,644,19,2,N/A
12/24/2018,Monday,510,103,686,35,0,Xmas Eve
12/25/2018,Tuesday,193,48,274,20,3,Holiday
12/26/2018,Wednesday,1211,329,1774,127,6,N/A
12/27/2018,Thursday,1457,346,2019,140,8,N/A
12/28/2018,Friday,1621,467,2412,173,10,N/A
12/29/2018,Saturday,567,491,1200,29,4,N/A
12/30/2018,Sunday,538,351,959,65,3,N/A
12/31/2018,Monday,916,289,1403,80,2,New Year's Eve
1/1/2019,Tuesday,362,244,707,32,4,Holiday
1/2/2019,Wednesday,1583,330,2118,179,9,N/A
1/3/2019,Thursday,1781,400,2386,176,5,N/A
1/4/2019,Friday,1742,450,2376,159,8,N/A
1/5/2019,Saturday,327,215,571,8,0,N/A
1/6/2019,Sunday,231,151,457,13,0,Storm
1/7/2019,Monday,1835,244,2170,184,4,N/A
1/8/2019,Tuesday,1862,201,2156,181,3,N/A
1/9/2019,Wednesday,1863,265,2195,161,9,N/A
1/10/2019,Thursday,1958,248,2359,194,4,N/A
1/11/2019,Friday,1804,255,2213,160,8,N/A
1/12/2019,Saturday,589,249,955,78,2,N/A
1/13/2019,Sunday,387,181,687,26,4,N/A
1/14/2019,Monday,1860,219,2158,151,4,N/A
1/15/2019,Tuesday,1907,215,2263,150,3,Storm
1/16/2019,Wednesday,1828,213,2190,132,4,Storm
1/17/2019,Thursday,1817,207,2132,128,11,1 Mill. Rider Celebration
1/18/2019,Friday,1732,238,2266,129,4,Train Trips Annulled
1/19/2019,Saturday,552,252,966,34,3,N/A
1/20/2019,Sunday,384,162,621,14,0,N/A
1/21/2019,Monday,903,363,1444,82,9,MLK Day - Reg Schedule
1/22/2019,Tuesday,1993,227,2353,210,7,N/A
1/23/2019,Wednesday,2077,254,2579,249,12,N/A
1/24/2019,Thursday,2121,232,2566,222,10,N/A
1/25/2019,Friday,2012,236,2522,211,8,N/A
1/26/2019,Saturday,580,263,929,43,2,N/A
1/27/2019,Sunday,500,254,896,54,6,N/A
1/28/2019,Monday,1945,193,2322,221,6,N/A
1/29/2019,Tuesday,2135,198,2513,237,6,Train Trips Annulled
1/30/2019,Wednesday,2162,224,2582,203,7,N/A
1/31/2019,Thursday,2090,228,2484,218,13,N/A
2/1/2019,Friday,1725,247,2186,143,2,N/A
2/2/2019,Saturday,371,153,660,21,0,N/A
2/3/2019,Sunday,301,146,532,8,1,N/A
2/4/2019,Monday,1787,208,2122,125,4,Train Trips Annulled
2/5/2019,Tuesday,2055,218,2480,199,3,N/A
2/6/2019,Wednesday,2138,212,2451,227,5,N/A
2/7/2019,Thursday,2240,267,2663,248,14,N/A
2/8/2019,Friday,1790,255,2301,139,6,N/A
2/9/2019,Saturday,457,180,710,10,1,N/A
2/10/2019,Sunday,443,154,700,43,0,N/A
2/11/2019,Monday,2031,263,2437,213,7,N/A
2/12/2019,Tuesday,2013,178,2280,194,4,Storm
2/13/2019,Wednesday,1837,212,2248,108,4,Train Trips Annulled 
2/14/2019,Thursday,1785,189,2139,138,2,Storm
2/15/2019,Friday,1699,236,2111,124,7,N/A
2/16/2019,Saturday,490,331,1208,26,0,N/A
2/17/2019,Sunday,551,342,1072,38,1,N/A
2/18/2019,Monday,532,316,951,32,3,Holiday
2/19/2019,Tuesday,2061,236,2556,235,8,N/A
2/20/2019,Wednesday,2035,260,2532,241,9,N/A
2/21/2019,Thursday,2126,251,2652,231,11,N/A
2/22/2019,Friday,1823,314,2399,234,10,N/A
2/23/2019,Saturday,494,331,1030,54,4,N/A
2/24/2019,Sunday,347,187,628,28,1,N/A
2/25/2019,Monday,1775,167,2055,140,7,Storm
2/26/2019,Tuesday,1706,174,2021,114,1,Train Trips Annulled
2/27/2019,Wednesday,1685,185,2006,107,2,Train Trips Annulled
2/28/2019,Thursday,1631,186,2000,178,5,Flooding
3/1/2019,Friday,1742,280,2440,180,7,N/A
3/2/2019,Saturday,546,220,857,23,0,N/A
3/3/2019,Sunday,474,165,721,20,5,N/A
3/4/2019,Monday,1873,163,2114,168,7,N/A
3/5/2019,Tuesday,1886,174,2228,167,5,N/A
3/6/2019,Wednesday,1947,228,2284,153,4,N/A
3/7/2019,Thursday,2089,217,2402,211,7,N/A
3/8/2019,Friday,1810,295,2283,202,4,N/A
3/9/2019,Saturday,461,215,773,18,0,N/A
3/10/2019,Sunday,414,199,648,33,0,N/A
3/11/2019,Monday,1962,232,2281,218,8,N/A
3/12/2019,Tuesday,2013,260,2438,233,3,N/A
3/13/2019,Wednesday,2019,220,2445,221,8,N/A
3/14/2019,Thursday,2056,192,2441,254,7,N/A
3/15/2019,Friday,1884,329,2481,233,5,N/A
3/16/2019,Saturday,498,319,991,51,1,N/A
3/17/2019,Sunday,569,269,874,28,2,N/A
3/18/2019,Monday,1882,309,2400,255,19,N/A
3/19/2019,Tuesday,1883,293,2432,262,5,N/A
3/20/2019,Wednesday,1739,226,2232,150,6,N/A
3/21/2019,Thursday,1898,322,2523,236,7,N/A
3/22/2019,Friday,1493,289,1973,99,7,Storm
3/23/2019,Saturday,557,282,990,47,4,N/A
3/24/2019,Sunday,474,278,842,54,0,N/A
3/25/2019,Monday,1852,212,2300,168,7,N/A
3/26/2019,Tuesday,2070,243,2512,251,7,N/A
3/27/2019,Wednesday,1913,296,2438,183,23,N/A
3/28/2019,Thursday,1933,247,2394,192,14,N/A
3/29/2019,Friday,1831,312,2377,213,3,N/A
3/30/2019,Saturday,602,337,1059,67,4,N/A
3/31/2019,Sunday,476,228,918,64,3,N/A
4/1/2019,Monday,1844,194,2244,207,8,N/A
4/2/2019,Tuesday,1977,215,2424,204,7,N/A
4/3/2019,Wednesday,1982,226,2393,225,5,N/A
4/4/2019,Thursday,1992,231,2415,221,6,N/A
4/5/2019,Friday,1734,257,2169,116,1,N/A
4/6/2019,Saturday,552,274,952,44,3,N/A
4/7/2019,Sunday,436,221,808,34,4,N/A
4/8/2019,Monday,1871,217,2341,224,3,N/A
4/9/2019,Tuesday,2057,227,2464,217,9,N/A
4/10/2019,Wednesday,2061,255,2508,251,15,N/A
4/11/2019,Thursday,2058,249,2599,279,9,N/A
4/12/2019,Friday,1859,317,2453,217,7,N/A
4/13/2019,Saturday,514,248,892,76,4,N/A
4/14/2019,Sunday,457,215,740,50,2,N/A
4/15/2019,Monday,1797,210,2199,207,9,N/A
4/16/2019,Tuesday,2087,233,2529,275,8,N/A
4/17/2019,Wednesday,2039,211,2460,248,9,N/A
4/18/2019,Thursday,1961,273,2455,233,20,N/A
4/19/2019,Friday,1778,251,2275,256,3,N/A
4/20/2019,Saturday,524,254,829,50,2,N/A
4/21/2019,Sunday,384,143,558,45,2,N/A
4/22/2019,Monday,1963,223,2380,282,6,N/A
4/23/2019,Tuesday,2088,260,2695,289,8,N/A
4/24/2019,Wednesday,1926,249,2377,293,5,N/A
4/25/2019,Thursday,2026,279,2505,267,12,N/A
4/26/2019,Friday,1907,342,2537,267,7,N/A
4/27/2019,Saturday,872,407,1539,71,0,N/A
4/28/2019,Sunday,490,222,748,52,5,N/A
4/29/2019,Monday,1935,227,2226,263,6,N/A
4/30/2019,Tuesday,2088,238,2542,287,8,N/A
5/1/2019,Wednesday,2073,233,2538,310,6,N/A
5/2/2019,Thursday,2069,378,2621,260,4,N/A
5/3/2019,Friday,1942,271,2564,294,6,N/A
5/4/2019,Saturday,489,180,738,62,1,N/A
5/5/2019,Sunday,432,228,678,56,3,N/A
5/6/2019,Monday,1993,212,2414,283,6,N/A
5/7/2019,Tuesday,2115,246,2604,287,4,N/A
5/8/2019,Wednesday,2101,236,2580,335,5,N/A
5/9/2019,Thursday,2155,241,2634,354,8,N/A
5/10/2019,Friday,1953,312,2538,303,7,N/A
5/11/2019,Saturday,579,214,937,60,3,N/A
5/12/2019,Sunday,700,397,1282,63,4,N/A
5/13/2019,Monday,2078,229,2507,310,3,N/A
5/14/2019,Tuesday,2117,174,2523,336,9,N/A
5/15/2019,Wednesday,1960,190,2334,145,5,Storm
5/16/2019,Thursday,1987,246,2463,189,2,N/A
5/17/2019,Friday,1847,419,2513,230,6,N/A
5/18/2019,Saturday,342,149,571,21,0,Storm
5/19/2019,Sunday,483,116,600,32,0,N/A
5/20/2019,Monday,1967,250,2448,286,5,N/A
5/21/2019,Tuesday,2008,214,2454,251,2,N/A
5/22/2019,Wednesday,2178,262,2719,325,8,N/A
5/23/2019,Thursday,2160,243,2588,303,13,N/A
5/24/2019,Friday,1846,364,2496,281,12,N/A
5/25/2019,Saturday,594,221,1055,88,2,Kids/Veterans Ride Free
5/26/2019,Sunday,554,250,1195,35,3,Kids/Veterans Ride Free
5/27/2019,Monday,567,253,1229,54,3,Holiday
5/28/2019,Tuesday,2049,256,2454,288,7,N/A
5/29/2019,Wednesday,2058,225,2556,313,8,N/A
5/30/2019,Thursday,2047,301,2659,316,10,N/A
5/31/2019,Friday,1854,354,2544,285,11,N/A
6/1/2019,Saturday,489,196,825,53,0,Kids ride free
6/2/2019,Sunday,322,109,559,72,2,Kids ride free
6/3/2019,Monday,1864,278,2490,271,4,N/A
6/4/2019,Tuesday,2003,232,2573,313,5,N/A
6/5/2019,Wednesday,2079,299,2613,318,17,N/A
6/6/2019,Thursday,1973,233,2507,306,5,N/A
6/7/2019,Friday,1823,303,2472,279,7,N/A
6/8/2019,Saturday,378,156,648,41,1,Kids ride free/San Rafael Station Closed
6/9/2019,Sunday,482,267,791,54,0,Kids ride free/San Rafael Station Closed
6/10/2019,Monday,1762,200,2148,289,4,N/A
6/11/2019,Tuesday,1844,225,2351,276,2,N/A
6/12/2019,Wednesday,1868,215,2338,289,6,N/A
6/13/2019,Thursday,1872,244,2405,279,6,N/A
6/14/2019,Friday,1766,339,2412,276,2,N/A
6/15/2019,Saturday,501,241,904,49,1,Kids ride free
6/16/2019,Sunday,547,257,1219,59,5,Kids ride free
6/17/2019,Monday,1876,241,2323,290,9,N/A
6/18/2019,Tuesday,1964,237,2350,325,5,N/A
6/19/2019,Wednesday,2017,313,2640,309,11,N/A
6/20/2019,Thursday,1926,328,2510,323,8,N/A
6/21/2019,Friday,1914,341,2540,281,8,N/A
6/22/2019,Saturday,509,179,860,57,2,Kids ride free
6/23/2019,Sunday,464,151,775,39,0,Kids ride free
6/24/2019,Monday,1845,282,2421,278,6,N/A
6/25/2019,Tuesday,1974,253,2522,301,6,N/A
6/26/2019,Wednesday,2023,308,2511,303,4,N/A
6/27/2019,Thursday,1710,205,1594,174,3,Train Trips Annulled
6/28/2019,Friday,1477,226,1700,201,5,Train Trips Annulled
6/29/2019,Saturday,466,159,872,44,1,Kids ride free
6/30/2019,Sunday,446,190,827,64,2,Kids ride free
7/1/2019,Monday,1707,271,2125,256,2,Train Trips Annulled
7/2/2019,Tuesday,1873,246,2401,308,8,N/A
7/3/2019,Wednesday,2064,472,3028,312,7,Marin County Fair (MCF)
7/4/2019,Thursday,666,266,1340,89,2,Holiday/Kids ride free/MCF
7/5/2019,Friday,1574,470,2571,200,9,MCF
7/6/2019,Saturday,817,325,1477,69,0,Kids ride free/MCF
7/7/2019,Sunday,628,229,1225,62,6,Kids ride free/MCF
7/8/2019,Monday,1726,274,2067,283,7,N/A
7/9/2019,Tuesday,1965,327,2590,302,9,Train Trips Annulled
7/10/2019,Wednesday,1938,313,2466,279,8,N/A
7/11/2019,Thursday,1906,314,2549,279,7,N/A
7/12/2019,Friday,1590,266,2019,223,10,Train Trips Annulled
7/13/2019,Saturday,479,173,829,89,3,Kids ride free
7/14/2019,Sunday,452,198,923,78,4,Kids ride free
7/15/2019,Monday,1650,199,2059,250,1,Train Trips Annulled
7/16/2019,Tuesday,1776,246,2297,275,4,Train Trips Annulled
7/17/2019,Wednesday,1877,329,2492,294,10,N/A
7/18/2019,Thursday,1825,258,2410,289,6,N/A
7/19/2019,Friday,1712,310,2380,255,4,N/A
7/20/2019,Saturday,697,336,1350,71,2,Kids ride free
7/21/2019,Sunday,436,255,990,62,6,Kids ride free
7/22/2019,Monday,1753,257,2317,280,3,N/A
7/23/2019,Tuesday,1805,288,2425,261,4,N/A
7/24/2019,Wednesday,1943,301,2560,253,8,N/A
7/25/2019,Thursday,1863,268,2481,257,3,N/A
7/26/2019,Friday,1738,425,2590,295,9,N/A
7/27/2019,Saturday,482,156,844,36,5,Kids ride free
7/28/2019,Sunday,420,225,879,49,4,Kids ride free
7/29/2019,Monday,1672,218,2131,286,5,N/A
7/30/2019,Tuesday,1845,282,2419,300,6,N/A
7/31/2019,Wednesday,1949,298,2617,324,6,N/A
8/1/2019,Thursday,1962,282,2660,299,4,N/A
8/2/2019,Friday,1686,365,2397,288,6,N/A
8/3/2019,Saturday,541,195,927,70,2,Kids ride free
8/4/2019,Sunday,456,188,862,47,5,Kids ride free
8/5/2019,Monday,1727,229,2293,283,4,N/A
8/6/2019,Tuesday,1904,307,2518,318,2,N/A
8/7/2019,Wednesday,2005,324,2640,301,6,N/A
8/8/2019,Thursday,1938,288,2516,272,6,N/A
8/9/2019,Friday,1834,283,2344,263,7,N/A
8/10/2019,Saturday,448,155,1180,96,13,Kids ride free/Bus Bridge
8/11/2019,Sunday,420,208,802,49,4,Kids ride free/Bus Bridge
8/12/2019,Monday,1835,263,2412,340,7,N/A
8/13/2019,Tuesday,1988,242,2561,346,4,N/A
8/14/2019,Wednesday,1996,293,2567,347,12,N/A
8/15/2019,Thursday,1925,216,2462,291,6,N/A
8/16/2019,Friday,1679,266,2267,287,2,N/A
8/17/2019,Saturday,518,169,1047,67,0,Kids ride free
8/18/2019,Sunday,417,185,820,79,1,Kids ride free
8/19/2019,Monday,1978,240,2568,346,6,N/A
8/20/2019,Tuesday,2141,271,2800,406,7,N/A
8/21/2019,Wednesday,2121,343,2783,372,20,N/A
8/22/2019,Thursday,2060,244,2606,358,10,N/A
8/23/2019,Friday,1927,321,2579,323,10,N/A
8/24/2019,Saturday,466,173,851,106,1,Kids ride free
8/25/2019,Sunday,522,184,954,72,4,Kids ride free
8/26/2019,Monday,2060,261,2684,355,3,N/A
8/27/2019,Tuesday,2229,329,2863,409,14,N/A
8/28/2019,Wednesday,2215,279,2789,393,13,N/A
8/29/2019,Thursday,2261,296,2925,406,10,N/A
8/30/2019,Friday,2009,322,2624,325,10,N/A
8/31/2019,Saturday,593,212,1051,85,7,Kids ride free
9/1/2019,Sunday,646,281,1165,82,3,Kids ride free
9/2/2019,Monday,563,249,1083,100,3,Kids ride free/Holiday
9/3/2019,Tuesday,2121,250,2602,350,11,N/A
9/4/2019,Wednesday,2234,274,2834,396,15,N/A
9/5/2019,Thursday,2151,256,2788,378,10,N/A
9/6/2019,Friday,1997,274,2667,323,10,N/A
9/7/2019,Saturday,509,143,748,71,8,N/A
9/8/2019,Sunday,439,169,738,77,2,N/A
9/9/2019,Monday,2046,258,2617,360,7,N/A
9/10/2019,Tuesday,2188,259,2764,376,8,N/A
9/11/2019,Wednesday,2281,269,2887,367,11,N/A
9/12/2019,Thursday,2313,305,2994,429,12,N/A
9/13/2019,Friday,1891,292,2469,283,6,N/A
9/14/2019,Saturday,581,309,1009,67,1,N/A
9/15/2019,Sunday,434,183,759,78,8,N/A
9/16/2019,Monday,1992,225,2564,354,6,N/A
9/17/2019,Tuesday,2208,239,2733,409,10,N/A
9/18/2019,Wednesday,2121,271,2643,352,13,N/A
9/19/2019,Thursday,2143,261,2664,347,15,N/A
9/20/2019,Friday,1987,342,2728,328,10,N/A
9/21/2019,Saturday,510,239,853,57,7,N/A
9/22/2019,Sunday,500,187,772,83,10,N/A
9/23/2019,Monday,2091,249,2700,372,8,N/A
9/24/2019,Tuesday,2161,232,2669,391,8,N/A
9/25/2019,Wednesday,2190,260,2673,390,10,Train Trips Annulled
9/26/2019,Thursday,2247,268,2761,370,7,Train Trips Annulled
9/27/2019,Friday,1977,326,2653,323,6,N/A
9/28/2019,Saturday,629,254,1117,84,8,N/A
9/29/2019,Sunday,415,213,705,84,1,N/A
9/30/2019,Monday,2068,223,2615,351,10,N/A
10/1/2019,Tuesday,2228,314,2817,388,7,N/A
10/2/2019,Wednesday,2264,280,2765,384,7,N/A
10/3/2019,Thursday,2183,262,2814,381,12,N/A
10/4/2019,Friday,2004,287,2692,321,12,N/A
10/5/2019,Saturday,550,164,886,54,8,N/A
10/6/2019,Sunday,429,211,701,47,5,N/A
10/7/2019,Monday,2083,273,2597,387,12,N/A
10/8/2019,Tuesday,2130,218,2526,402,9,N/A
10/9/2019,Wednesday,1596,174,1997,313,9,Public Safety Power Shutoff (PSPS)
10/10/2019,Thursday,1886,203,2312,329,5,PSPS
10/11/2019,Friday,1886,271,2488,291,11,PSPS
10/12/2019,Saturday,605,211,925,76,4,N/A
10/13/2019,Sunday,414,140,726,47,3,N/A
10/14/2019,Monday,1891,298,2439,293,5,Columbus Day
10/15/2019,Tuesday,2123,246,2660,386,5,N/A
10/16/2019,Wednesday,2115,264,2619,347,15,N/A
10/17/2019,Thursday,2060,245,2481,352,8,N/A
10/18/2019,Friday,1880,336,2525,298,12,N/A
10/19/2019,Saturday,429,179,640,59,0,Annulled Train Trip
10/20/2019,Sunday,407,165,736,69,4,N/A
10/21/2019,Monday,2036,250,2517,356,11,N/A
10/22/2019,Tuesday,2121,240,2690,386,9,N/A
10/23/2019,Wednesday,2141,233,2703,375,23,PSPS
10/24/2019,Thursday,2020,205,2512,353,10,PSPS/Train Trips Annulled
10/25/2019,Friday,1794,264,2362,277,16,PSPS + Kincade Fire
10/26/2019,Saturday,255,98,434,38,2,PSPS + Kincade Fire
10/27/2019,Sunday,7,6,0,0,0,Annulled service due to Kincade fire/PSPS
10/28/2019,Monday,3,1,0,0,0,Annulled service due to Kincade fire/PSPS
10/29/2019,Tuesday,0,6,0,0,0,Annulled service due to Kincade fire/PSPS
10/30/2019,Wednesday,27,20,1327,122,5,Free Service/No stops @ SCA & SRN Stations
10/31/2019,Thursday,101,37,2331,283,9,Free Service
11/1/2019,Friday,69,21,3195,288,18,Free Service
11/2/2019,Saturday,0,21,2009,167,6,Free Service
11/3/2019,Sunday,0,19,2424,144,11,Free Service
11/4/2019,Monday,0,39,3259,406,32,Free Service
11/5/2019,Tuesday,1,27,3616,423,21,Free Service
11/6/2019,Wednesday,2,28,3617,404,11,Free Service
11/7/2019,Thursday,380,48,2763,367,13,Free Service
11/8/2019,Friday,304,64,3112,382,14,Free Service
11/9/2019,Saturday,292,97,414,23,2,Bus Bridge/Modified Service
11/10/2019,Sunday,305,53,493,26,1,Bus Bridge/Modified Service
11/11/2019,Monday,1392,245,2202,219,9,Veteran's Day (Regular Service)/Vets Ride Free
11/12/2019,Tuesday,2053,242,2648,359,11,N/A
11/13/2019,Wednesday,2105,201,2517,294,10,Train Trips Annulled
11/14/2019,Thursday,2076,268,2589,350,7,N/A
11/15/2019,Friday,1954,303,2682,269,14,N/A
11/16/2019,Saturday,393,189,737,61,6,N/A
11/17/2019,Sunday,354,126,666,51,3,N/A
11/18/2019,Monday,2029,266,2668,363,12,N/A
11/19/2019,Tuesday,2063,290,2682,391,6,N/A
11/20/2019,Wednesday,2084,234,2578,311,9,N/A
11/21/2019,Thursday,2147,386,2909,371,7,N/A
11/22/2019,Friday,1905,279,2558,330,9,N/A
11/23/2019,Saturday,465,182,776,69,2,N/A
11/24/2019,Sunday,322,131,583,65,7,N/A
11/25/2019,Monday,1850,264,2495,322,12,N/A
11/26/2019,Tuesday,1685,232,2282,190,4,Storm
11/27/2019,Wednesday,1493,391,2157,160,8,Storm
11/28/2019,Thursday,0,21,738,35,3,Holiday/Free Service
11/29/2019,Friday,1,41,2160,49,6,Holiday/Free Service
11/30/2019,Saturday,1,25,1437,13,3,Free Service
12/1/2019,Sunday,1,23,1140,28,1,Free Service
12/2/2019,Monday,1764,215,2197,162,9,N/A
12/3/2019,Tuesday,2100,234,2528,242,10,N/A
12/4/2019,Wednesday,1829,165,2239,207,11,N/A
12/5/2019,Thursday,2037,246,2584,261,5,N/A
12/6/2019,Friday,1767,227,2380,182,7,N/A
12/7/2019,Saturday,283,101,456,30,3,N/A
12/8/2019,Sunday,282,172,576,44,3,N/A
12/9/2019,Monday,1811,227,2379,248,18,N/A
12/10/2019,Tuesday,1958,230,2501,266,11,N/A
12/11/2019,Wednesday,1949,249,2423,232,13,N/A
12/12/2019,Thursday,2004,273,2547,230,7,N/A
12/13/2019,Friday,1789,325,2405,171,5,Larkspur Ribbon Cutting
12/14/2019,Saturday,653,225,955,37,7,Holiday Express/Interim Schedule In Effect
12/15/2019,Sunday,456,198,734,44,10,Interim Schedule
12/16/2019,Monday,2143,272,2628,311,9,Interim Schedule
12/17/2019,Tuesday,2229,281,2767,311,14,Interim Schedule
12/18/2019,Wednesday,1948,262,2476,188,13,Interim Schedule/Storm
12/19/2019,Thursday,2097,289,2599,232,6,Interim Schedule/Train Trips Annulled
12/20/2019,Friday,1837,339,2598,227,17,Interim Schedule
12/21/2019,Saturday,615,255,989,48,3,Interim Schedule
12/22/2019,Sunday,414,188,662,12,0,Interim Schedule/Storm
12/23/2019,Monday,1509,354,2224,175,11,Interim Schedule
12/24/2019,Tuesday,759,152,1364,95,3,Interim Schedule/Xmas Eve
12/25/2019,Wednesday,151,29,262,14,2,Holiday/Interim Schedule
12/26/2019,Thursday,1417,387,2109,123,15,Interim Schedule
12/27/2019,Friday,1703,686,2850,140,11,Interim Schedule
12/28/2019,Saturday,891,468,1427,95,5,Interim Schedule
12/29/2019,Sunday,404,207,789,9,3,Interim Schedule
12/30/2019,Monday,1662,403,2391,214,11,Interim Schedule
12/31/2019,Tuesday,1354,409,2020,176,3,Interim Schedule
1/1/2020,Wednesday,423,337,941,41,5,Holiday/New Schedule In Effect
1/2/2020,Thursday,1906,531,2866,217,9,N/A
1/3/2020,Friday,1929,506,2865,207,10,N/A
1/4/2020,Saturday,651,462,1267,119,5,N/A
1/5/2020,Sunday,522,323,955,83,3,N/A
1/6/2020,Monday,2078,318,2691,331,5,N/A
1/7/2020,Tuesday,2273,295,2870,297,11,N/A
1/8/2020,Wednesday,2229,343,2976,324,11,N/A
1/9/2020,Thursday,2193,287,2897,267,9,N/A
1/10/2020,Friday,2148,400,2931,130,8,N/A
1/11/2020,Saturday,575,344,1097,60,7,N/A
1/12/2020,Sunday,420,268,777,51,2,N/A
1/13/2020,Monday,2176,338,2783,337,8,N/A
1/14/2020,Tuesday,2288,445,3009,334,7,N/A
1/15/2020,Wednesday,2232,335,2630,264,11,N/A
1/16/2020,Thursday,1931,283,2416,157,5,Storm
1/17/2020,Friday,2008,423,2665,252,11,N/A
1/18/2020,Saturday,687,344,1137,66,6,N/A
1/19/2020,Sunday,413,367,940,69,2,N/A
1/20/2020,Monday,1167,517,2061,183,6,MLK Day - Regular Schedule
1/21/2020,Tuesday,2063,283,2634,209,2,N/A
1/22/2020,Wednesday,2297,375,3066,301,29,Annulled Trains
1/23/2020,Thursday,2408,355,3100,364,8,N/A
1/24/2020,Friday,2192,382,3099,321,14,N/A
1/25/2020,Saturday,572,317,1132,61,1,N/A
1/26/2020,Sunday,516,231,1088,64,1,N/A
1/27/2020,Monday,2251,282,2842,334,7,N/A
1/28/2020,Tuesday,2230,318,2908,273,7,N/A
1/29/2020,Wednesday,2379,323,2965,346,15,N/A
1/30/2020,Thursday,2470,363,3235,334,8,N/A
1/31/2020,Friday,2167,506,3131,313,6,N/A
